Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount
86754.27689080367,0.4967141530112327,0.324083969394795,-1.415370742050414,0.2504928503458765,0.3577873603482833,-1.260883954335045,-0.8289950109220723,0.3109075655980046,-1.594427658794367,-0.0626790972731718,0.9261775475316414,0.0865897874728999,0.7569886166453519,1.848956094945345,-0.5227230205190395,-0.9232332461109044,0.9382838059759976,-0.6231405264247644,0.3686733088729012,-0.2412360578563298,1.399355436586002,-0.6255627015095294,0.9980101098596522,-0.9913923494563072,0.1252245026479072,0.330880232214457,-0.6680904536430488,-1.17011302605936,661.709240459344
21550.58903428828,-0.1382643011711846,-0.3850822804163165,-0.420645322765359,0.3464482094969757,0.5607845263682344,0.917861947054776,-0.5601810401969696,1.475356216949552,-0.5993750229537729,0.9551423205012384,1.90941664047013,-0.1556772353920794,-0.9221653241776254,1.126565029547757,1.049009225836889,-1.351684605616334,-0.5160447282173739,-0.5554771191602547,-0.3933388123273607,0.3520553965142968,0.9246336829127688,0.395803533437409,-2.896255378193689,-2.153390113603715,-0.429405541125253,0.8335289616089246,0.9920423495365228,-1.80198043758002,186.0103722996005
66592.95259058411,0.6476885381006925,-0.6769220003059587,-0.3427145165267695,-0.6800247215784908,1.083051243175277,2.122156197012633,0.7472936051232618,0.8576596232020194,0.0052436997181831,-0.9857260463355436,-1.398567573819141,1.167782061659807,0.8696059201056602,-0.2688886905548305,-0.7043436905427592,-0.9758732529773329,0.0961207769409833,-0.6373871273065177,0.0287448229348174,-1.251539424190444,0.0596303699201741,0.4940301862827388,2.088374704780728,-0.6389617476895022,0.1222975030322837,-1.993735642571456,-0.1749597566954086,0.541462728204788,174.9352259987503
111173.5030887563,1.523029856408025,0.6116762888408679,-0.8022772692216189,0.2322536971610035,1.053802052034903,1.032465260551147,0.6103702654334648,-0.1599385299634271,0.046980593764742,0.5040465155178444,0.5629692366905709,0.2544208433012131,1.355637858804951,-1.10652590874167,-1.40846129636356,1.05364179660784,-0.4622752887050425,1.189016531107552,1.278451862607299,1.44376460407326,-0.6469367777055739,0.2606737658239071,-0.1395896281551737,-1.323089793407498,0.5432980290363879,0.3740565698475721,-0.7557451594928447,0.7591551603026468,99.29725406368392
134853.081318249,-0.2341533747233359,1.030999522495951,-0.1612857116660091,0.2930724732986812,-1.377669367957091,-1.519369965954013,-0.0209015939641481,-0.0190162079026888,-0.4500654714792436,-0.5302576183724408,-0.6506425691218269,0.3376026620752022,0.4134349032237008,2.57335980324986,-1.556629173523904,-0.949398888831943,-0.4344962274323156,1.420504247989855,0.1910990680199033,-0.0821511783925688,0.6982233136135899,-0.5503051538454201,1.108182816737517,1.642015160136369,0.0488600703257043,1.227668992473292,0.5365098435704035,-0.5765104007267194,660.6424169816368
37533.73208104118,-0.2341369569491805,0.9312801191161986,0.4040508568145384,-0.7143514180263678,-0.9378250399151228,-0.4842340728662513,0.117327383308782,-1.002529364637809,0.6228499323474987,-6.669278122611827,-0.487125383764696,-6.974941368434189,1.876795812558066,-8.44535534996223,0.6060099513456396,2.632382064837391,-0.3091721234686393,-0.5707462937494763,0.0464365481561488,1.117295831588128,0.3934853854217496,-0.6716233679380516,-1.039905927125531,1.009817089342634,0.0405916912038823,-1.209641018691205,-0.8984679817910373,-2.59104229214491,6876.299522213331
23815.79697471588,1.579212815507392,-0.8392175232226385,1.88618590121053,1.865774511144757,0.5150352672086598,1.266911149186623,1.277664895788425,-0.0185131359923899,-1.067620429382594,-0.1070303599545578,-0.5923939242388692,-0.4876062240724935,-0.773789199103573,0.0139292919129462,-1.280429352496283,0.4933179008808892,0.2221337716337128,-0.8323555731042287,-1.359856140979919,0.3427253463777041,0.8951932200277323,-0.0255540709914452,0.6127739050625697,-0.6881503451777238,-0.7019916878067554,1.672572386837703,0.0281811573691282,-0.5462444482524828,265.781381896679
114573.6583776851,0.7674347291529088,-0.3092123758512146,0.1745778128318389,0.4738329209117875,0.5137859509122088,-0.7076694656187807,-0.5915713888358299,-0.2886586389201383,-0.1423794850212935,-1.035242322419374,-0.863990769679816,-0.4325581878196209,-1.244654703311417,-0.0241250871100032,1.754794181984365,0.1848361236948739,-0.4787486216634773,0.4714155563864041,0.7462535660272207,0.4567532191537839,0.6351718016819695,1.172729019259365,-1.053415563173656,2.252435805344309,-0.6629009175509482,0.4190190093660452,-0.0091189966442035,0.3918040054025465,21.9240160698819
324.8438731045588,-0.4694743859349521,0.3312634314035639,0.2575503907227643,-1.191303497202649,0.5150476863060479,0.4438194281462284,0.5470973811700379,0.3227185603380895,0.1202956317118988,-0.553649305347182,0.0485216279448269,0.3944521423782968,-1.778720248904279,0.1980847607678549,-2.081929407883722,-0.8583577801812136,1.255756125573521,-0.5522230442809712,0.6454841811410754,0.5697672802322039,1.049552715319335,0.5436001545944323,-0.6237689606958051,0.9817654869915944,-1.402605271799694,-0.7050118557584089,1.085895565831578,-1.478911568774129,83.08949580895091
30822.7825683066,0.5425600435859647,0.9755451271223592,-0.0744459157661672,0.6565536086338297,3.852731490654721,0.7746340534293368,-0.202192652433894,-0.827230943552323,0.514438834058749,-1.197877892588848,-0.8309501164110378,-0.4209844808202629,1.496044311489183,-0.1443604119239424,1.696456368290038,0.7003098794089914,-0.8946073022195039,0.6329318177555108,2.16325472330546,0.4477085600173149,-0.535235211560568,-0.3706143320861059,1.914031353866786,-0.3248313835086224,1.749576743186939,-0.055769077657706,0.4746982328799528,0.1833599197791556,967.8921748101856
